episode,time,task,fatigue,skill_level,semaphore_state,sampling_rate,robot_active,collision
196,30,material_delivery,52.73133980006332,3,red,0.1,True,False
196,45,packaging,68.78133980006332,4,red,0.1,True,False
197,0,rest,27.889706963873397,2,green,5.0,False,False
197,15,hmi_supervision,37.9397069638734,2,orange,2.0,False,False
197,30,material_delivery,51.8897069638734,3,red,0.1,True,False
197,45,packaging,67.9397069638734,4,red,0.1,True,False
198,0,rest,28.309698590706716,2,green,5.0,False,False
198,15,hmi_supervision,38.359698590706714,2,orange,2.0,False,False
198,30,material_delivery,52.30969859070672,3,red,0.1,True,False
198,45,packaging,68.35969859070671,4,red,0.1,True,False
199,0,rest,27.57720658539702,2,green,5.0,False,False
199,15,hmi_supervision,37.62720658539702,2,orange,2.0,False,False
199,30,material_delivery,51.57720658539702,3,red,0.1,True,False
199,45,packaging,67.62720658539702,4,red,0.1,True,False
200,0,rest,28.183724928331543,2,green,5.0,False,False
200,15,hmi_supervision,38.23372492833154,2,orange,2.0,False,False
200,30,material_delivery,52.18372492833154,3,red,0.1,True,False
200,45,packaging,68.23372492833154,4,red,0.1,True,False
201,0,rest,27.619792618471653,2,green,5.0,False,False
201,15,hmi_supervision,37.669792618471654,2,orange,2.0,False,False
201,30,material_delivery,51.61979261847166,3,red,0.1,True,False
201,45,packaging,67.66979261847166,4,red,0.1,True,False
202,0,rest,27.64672127078626,2,green,5.0,False,False
202,15,hmi_supervision,37.696721270786256,2,orange,2.0,False,False
202,30,material_delivery,51.64672127078626,3,red,0.1,True,False
202,45,packaging,67.69672127078626,4,red,0.1,True,False
203,0,rest,28.174037453018226,2,green,5.0,False,False
203,15,hmi_supervision,38.22403745301823,2,orange,2.0,False,False
203,30,material_delivery,52.17403745301823,3,red,0.1,True,False
203,45,packaging,68.22403745301823,4,red,0.1,True,False
204,0,rest,26.913936743877006,2,green,5.0,False,False
204,15,hmi_supervision,36.96393674387701,2,orange,2.0,False,False
204,30,material_delivery,50.91393674387701,3,red,0.1,True,False
204,45,packaging,66.96393674387701,4,red,0.1,True,False
205,0,rest,26.944402169217582,2,green,5.0,False,False
205,15,hmi_supervision,36.99440216921758,2,orange,2.0,False,False
205,30,material_delivery,50.94440216921758,3,red,0.1,True,False
205,45,packaging,66.99440216921758,4,red,0.1,True,False
206,0,rest,27.461166834060673,2,green,5.0,False,False
206,15,hmi_supervision,37.511166834060674,2,orange,2.0,False,False
206,30,material_delivery,51.46116683406068,3,red,0.1,True,False
206,45,packaging,67.51116683406067,4,red,0.1,True,False
207,0,rest,27.839914636216115,2,green,5.0,False,False
207,15,hmi_supervision,37.88991463621612,2,orange,2.0,False,False
207,30,material_delivery,51.83991463621612,3,red,0.1,True,False
207,45,packaging,67.88991463621612,4,red,0.1,True,False
208,0,rest,28.643244717401515,2,green,5.0,False,False
208,15,hmi_supervision,38.69324471740151,2,orange,2.0,False,False
208,30,material_delivery,52.643244717401515,3,red,0.1,True,False
208,45,packaging,68.69324471740151,4,red,0.1,True,False
209,0,rest,27.88004610252743,2,green,5.0,False,False
209,15,hmi_supervision,37.93004610252743,2,orange,2.0,False,False
209,30,material_delivery,51.88004610252743,3,red,0.1,True,False
209,45,packaging,67.93004610252743,4,red,0.1,True,False
210,0,rest,27.98611514800571,2,green,5.0,False,False
210,15,hmi_supervision,38.036115148005706,2,orange,2.0,False,False
210,30,material_delivery,51.98611514800571,3,red,0.1,True,False
210,45,packaging,68.0361151480057,4,red,0.1,True,False
211,0,rest,27.783506020809895,2,green,5.0,False,False
211,15,hmi_supervision,37.83350602080989,2,orange,2.0,False,False
211,30,material_delivery,51.783506020809895,3,red,0.1,True,False
211,45,packaging,67.83350602080989,4,red,0.1,True,False
212,0,rest,28.242038920253567,2,green,5.0,False,False
212,15,hmi_supervision,38.29203892025357,2,orange,2.0,False,False
212,30,material_delivery,52.24203892025357,3,red,0.1,True,False
212,45,packaging,68.29203892025357,4,red,0.1,True,False
213,0,rest,27.379576792335758,2,green,5.0,False,False
213,15,hmi_supervision,37.42957679233576,2,orange,2.0,False,False
213,30,material_delivery,51.37957679233576,3,red,0.1,True,False
213,45,packaging,67.42957679233577,4,red,0.1,True,False
214,0,rest,27.918429888657357,2,green,5.0,False,False
214,15,hmi_supervision,37.968429888657354,2,orange,2.0,False,False
214,30,material_delivery,51.91842988865736,3,red,0.1,True,False
214,45,packaging,67.96842988865735,4,red,0.1,True,False
215,0,rest,28.301283791574207,2,green,5.0,False,False
215,15,hmi_supervision,38.351283791574204,2,orange,2.0,False,False
215,30,material_delivery,52.30128379157421,3,red,0.1,True,False
215,45,packaging,68.3512837915742,4,red,0.1,True,False
216,0,rest,28.168069361357812,2,green,5.0,False,False
216,15,hmi_supervision,38.21806936135781,2,orange,2.0,False,False
216,30,material_delivery,52.168069361357816,3,red,0.1,True,False
216,45,packaging,68.21806936135782,4,red,0.1,True,False
217,0,rest,28.009444300586345,2,green,5.0,False,False
217,15,hmi_supervision,38.05944430058635,2,orange,2.0,False,False
217,30,material_delivery,52.00944430058635,3,red,0.1,True,False
217,45,packaging,68.05944430058635,4,red,0.1,True,False
218,0,rest,28.01838263069421,2,green,5.0,False,False
218,15,hmi_supervision,38.06838263069421,2,orange,2.0,False,False
218,30,material_delivery,52.01838263069421,3,red,0.1,True,False
218,45,packaging,68.06838263069422,4,red,0.1,True,False
219,0,rest,28.37349871843409,2,green,5.0,False,False
219,15,hmi_supervision,38.42349871843409,2,orange,2.0,False,False
219,30,material_delivery,52.37349871843409,3,red,0.1,True,False
219,45,packaging,68.42349871843409,4,red,0.1,True,False
220,0,rest,29.614886843133668,2,green,5.0,False,False
220,15,hmi_supervision,39.66488684313367,2,orange,2.0,False,False
220,30,material_delivery,53.614886843133675,3,red,0.1,True,False
220,45,packaging,69.66488684313367,4,red,0.1,True,False
221,0,rest,27.424489327833964,2,green,5.0,False,False
221,15,hmi_supervision,37.474489327833965,2,orange,2.0,False,False
221,30,material_delivery,51.42448932783397,3,red,0.1,True,False
221,45,packaging,67.47448932783396,4,red,0.1,True,False
222,0,rest,29.642352199913255,2,green,5.0,False,False
222,15,hmi_supervision,39.69235219991326,2,orange,2.0,False,False
222,30,material_delivery,53.64235219991326,3,red,0.1,True,False
222,45,packaging,69.69235219991326,4,red,0.1,True,False
223,0,rest,27.393776285983638,2,green,5.0,False,False
223,15,hmi_supervision,37.44377628598364,2,orange,2.0,False,False
223,30,material_delivery,51.39377628598364,3,red,0.1,True,False
223,45,packaging,67.44377628598365,4,red,0.1,True,False
224,0,rest,26.407078206767643,2,green,5.0,False,False
224,15,hmi_supervision,36.45707820676765,2,orange,2.0,False,False
224,30,material_delivery,50.40707820676765,3,red,0.1,True,False
224,45,packaging,66.45707820676765,4,red,0.1,True,False
225,0,rest,27.60568373373943,2,green,5.0,False,False
225,15,hmi_supervision,37.65568373373943,2,orange,2.0,False,False
225,30,material_delivery,51.60568373373943,3,red,0.1,True,False
225,45,packaging,67.65568373373944,4,red,0.1,True,False
226,0,rest,28.25631698183287,2,green,5.0,False,False
226,15,hmi_supervision,38.30631698183287,2,orange,2.0,False,False
226,30,material_delivery,52.256316981832875,3,red,0.1,True,False
226,45,packaging,68.30631698183288,4,red,0.1,True,False
227,0,rest,29.407128129411916,2,green,5.0,False,False
227,15,hmi_supervision,39.45712812941191,2,orange,2.0,False,False
227,30,material_delivery,53.407128129411916,3,red,0.1,True,False
227,45,packaging,69.45712812941191,4,red,0.1,True,False
228,0,rest,27.32618899648873,2,green,5.0,False,False
228,15,hmi_supervision,37.376188996488736,2,orange,2.0,False,False
228,30,material_delivery,51.32618899648874,3,red,0.1,True,False
228,45,packaging,67.37618899648874,4,red,0.1,True,False
229,0,rest,28.36893937862988,2,green,5.0,False,False
229,15,hmi_supervision,38.41893937862988,2,orange,2.0,False,False
229,30,material_delivery,52.36893937862988,3,red,0.1,True,False
229,45,packaging,68.41893937862989,4,red,0.1,True,False
230,0,rest,27.00982509473452,2,green,5.0,False,False
230,15,hmi_supervision,37.05982509473452,2,orange,2.0,False,False
230,30,material_delivery,51.00982509473452,3,red,0.1,True,False
230,45,packaging,67.05982509473452,4,red,0.1,True,False
231,0,rest,29.373594074390766,2,green,5.0,False,False
231,15,hmi_supervision,39.42359407439076,2,orange,2.0,False,False
231,30,material_delivery,53.373594074390766,3,red,0.1,True,False
231,45,packaging,69.42359407439076,4,red,0.1,True,False
232,0,rest,28.884580090540965,2,green,5.0,False,False
232,15,hmi_supervision,38.93458009054096,2,orange,2.0,False,False
232,30,material_delivery,52.884580090540965,3,red,0.1,True,False
232,45,packaging,68.93458009054096,4,red,0.1,True,False
233,0,rest,27.64811826092147,2,green,5.0,False,False
233,15,hmi_supervision,37.698118260921476,2,orange,2.0,False,False
233,30,material_delivery,51.64811826092148,3,red,0.1,True,False
233,45,packaging,67.69811826092148,4,red,0.1,True,False
234,0,rest,26.715149103181844,2,green,5.0,False,False
234,15,hmi_supervision,36.76514910318184,2,orange,2.0,False,False
234,30,material_delivery,50.715149103181844,3,red,0.1,True,False
234,45,packaging,66.76514910318184,4,red,0.1,True,False
235,0,rest,29.01540428062406,2,green,5.0,False,False
235,15,hmi_supervision,39.065404280624065,2,orange,2.0,False,False
235,30,material_delivery,53.01540428062407,3,red,0.1,True,False
235,45,packaging,69.06540428062407,4,red,0.1,True,False
236,0,rest,27.914095116060537,2,green,5.0,False,False
236,15,hmi_supervision,37.964095116060534,2,orange,2.0,False,False
236,30,material_delivery,51.91409511606054,3,red,0.1,True,False
236,45,packaging,67.96409511606053,4,red,0.1,True,False
237,0,rest,28.928362233980096,2,green,5.0,False,False
237,15,hmi_supervision,38.97836223398009,2,orange,2.0,False,False
237,30,material_delivery,52.928362233980096,3,red,0.1,True,False
237,45,packaging,68.97836223398009,4,red,0.1,True,False
238,0,rest,28.003932774788638,2,green,5.0,False,False
238,15,hmi_supervision,38.053932774788635,2,orange,2.0,False,False
238,30,material_delivery,52.00393277478864,3,red,0.1,True,False
238,45,packaging,68.05393277478863,4,red,0.1,True,False
239,0,rest,28.035235445323558,2,green,5.0,False,False
239,15,hmi_supervision,38.08523544532356,2,orange,2.0,False,False
239,30,material_delivery,52.035235445323565,3,red,0.1,True,False
239,45,packaging,68.08523544532356,4,red,0.1,True,False
240,0,rest,27.662450896390567,2,green,5.0,False,False
240,15,hmi_supervision,37.712450896390564,2,orange,2.0,False,False
240,30,material_delivery,51.66245089639057,3,red,0.1,True,False
240,45,packaging,67.71245089639056,4,red,0.1,True,False
241,0,rest,28.467137449260623,2,green,5.0,False,False
241,15,hmi_supervision,38.51713744926062,2,orange,2.0,False,False
241,30,material_delivery,52.467137449260626,3,red,0.1,True,False
241,45,packaging,68.51713744926063,4,red,0.1,True,False
242,0,rest,28.090221723783923,2,green,5.0,False,False
242,15,hmi_supervision,38.140221723783924,2,orange,2.0,False,False
242,30,material_delivery,52.09022172378393,3,red,0.1,True,False
242,45,packaging,68.14022172378392,4,red,0.1,True,False
243,0,rest,28.385829125544063,2,green,5.0,False,False
243,15,hmi_supervision,38.43582912554406,2,orange,2.0,False,False
243,30,material_delivery,52.38582912554406,3,red,0.1,True,False
243,45,packaging,68.43582912554406,4,red,0.1,True,False
244,0,rest,26.849414371948285,2,green,5.0,False,False
244,15,hmi_supervision,36.89941437194828,2,orange,2.0,False,False
244,30,material_delivery,50.849414371948285,3,red,0.1,True,False
244,45,packaging,66.89941437194828,4,red,0.1,True,False
245,0,rest,28.958257616423882,2,green,5.0,False,False
245,15,hmi_supervision,39.00825761642388,2,orange,2.0,False,False
245,30,material_delivery,52.958257616423886,3,red,0.1,True,False
245,45,packaging,69.00825761642389,4,red,0.1,True,False
246,0,rest,29.163363981641893,2,green,5.0,False,False
246,15,hmi_supervision,39.21336398164189,2,orange,2.0,False,False
246,30,material_delivery,53.16336398164189,3,red,0.1,True,False
246,45,packaging,69.21336398164189,4,red,0.1,True,False
247,0,rest,28.086755975719644,2,green,5.0,False,False
247,15,hmi_supervision,38.136755975719645,2,orange,2.0,False,False
247,30,material_delivery,52.08675597571965,3,red,0.1,True,False
247,45,packaging,68.13675597571965,4,red,0.1,True,False
248,0,rest,29.545560943661492,2,green,5.0,False,False
248,15,hmi_supervision,39.595560943661496,2,orange,2.0,False,False
248,30,material_delivery,53.5455609436615,3,red,0.1,True,False
248,45,packaging,69.5955609436615,4,red,0.1,True,False
249,0,rest,29.316505631832403,2,green,5.0,False,False
249,15,hmi_supervision,39.3665056318324,2,orange,2.0,False,False
249,30,material_delivery,53.316505631832406,3,red,0.1,True,False
249,45,packaging,69.36650563183241,4,red,0.1,True,False
250,0,rest,28.484031962188862,2,green,5.0,False,False
250,15,hmi_supervision,38.53403196218886,2,orange,2.0,False,False
250,30,material_delivery,52.484031962188865,3,red,0.1,True,False
250,45,packaging,68.53403196218886,4,red,0.1,True,False
251,0,rest,29.02647366814926,2,green,5.0,False,False
251,15,hmi_supervision,39.07647366814926,2,orange,2.0,False,False
251,30,material_delivery,53.026473668149265,3,red,0.1,True,False
251,45,packaging,69.07647366814926,4,red,0.1,True,False
252,0,rest,28.79381836513719,2,green,5.0,False,False
252,15,hmi_supervision,38.843818365137196,2,orange,2.0,False,False
252,30,material_delivery,52.7938183651372,3,red,0.1,True,False
252,45,packaging,68.8438183651372,4,red,0.1,True,False
253,0,rest,26.680945385182664,2,green,5.0,False,False
253,15,hmi_supervision,36.730945385182665,2,orange,2.0,False,False
253,30,material_delivery,50.68094538518267,3,red,0.1,True,False
253,45,packaging,66.73094538518266,4,red,0.1,True,False
254,0,rest,27.797944874166582,2,green,5.0,False,False
254,15,hmi_supervision,37.847944874166586,2,orange,2.0,False,False
254,30,material_delivery,51.79794487416659,3,red,0.1,True,False
254,45,packaging,67.84794487416659,4,red,0.1,True,False
255,0,rest,28.53815669184697,2,green,5.0,False,False
255,15,hmi_supervision,38.588156691846976,2,orange,2.0,False,False
255,30,material_delivery,52.53815669184698,3,red,0.1,True,False
255,45,packaging,68.58815669184698,4,red,0.1,True,False
256,0,rest,29.22146165917847,2,green,5.0,False,False
256,15,hmi_supervision,39.27146165917847,2,orange,2.0,False,False
256,30,material_delivery,53.22146165917847,3,red,0.1,True,False
256,45,packaging,69.27146165917847,4,red,0.1,True,False
257,0,rest,26.964923906338832,2,green,5.0,False,False
257,15,hmi_supervision,37.014923906338836,2,orange,2.0,False,False
257,30,material_delivery,50.96492390633884,3,red,0.1,True,False
257,45,packaging,67.01492390633884,4,red,0.1,True,False
258,0,rest,26.722463170483636,2,green,5.0,False,False
258,15,hmi_supervision,36.77246317048363,2,orange,2.0,False,False
258,30,material_delivery,50.722463170483636,3,red,0.1,True,False
258,45,packaging,66.77246317048363,4,red,0.1,True,False
259,0,rest,27.958339225827537,2,green,5.0,False,False
259,15,hmi_supervision,38.00833922582754,2,orange,2.0,False,False
259,30,material_delivery,51.958339225827544,3,red,0.1,True,False
259,45,packaging,68.00833922582754,4,red,0.1,True,False
260,0,rest,26.44941842497009,2,green,5.0,False,False
260,15,hmi_supervision,36.49941842497009,2,orange,2.0,False,False
260,30,material_delivery,50.44941842497009,3,red,0.1,True,False
260,45,packaging,66.49941842497009,4,red,0.1,True,False
261,0,rest,27.93315997036541,2,green,5.0,False,False
261,15,hmi_supervision,37.983159970365406,2,orange,2.0,False,False
261,30,material_delivery,51.93315997036541,3,red,0.1,True,False
261,45,packaging,67.9831599703654,4,red,0.1,True,False
262,0,rest,28.274948684572635,2,green,5.0,False,False
262,15,hmi_supervision,38.32494868457263,2,orange,2.0,False,False
262,30,material_delivery,52.274948684572635,3,red,0.1,True,False
262,45,packaging,68.32494868457263,4,red,0.1,True,False
263,0,rest,27.29509016025448,2,green,5.0,False,False
263,15,hmi_supervision,37.345090160254486,2,orange,2.0,False,False
263,30,material_delivery,51.29509016025449,3,red,0.1,True,False
263,45,packaging,67.34509016025449,4,red,0.1,True,False
264,0,rest,27.952990677045122,2,green,5.0,False,False
264,15,hmi_supervision,38.00299067704512,2,orange,2.0,False,False
264,30,material_delivery,51.95299067704512,3,red,0.1,True,False
264,45,packaging,68.00299067704512,4,red,0.1,True,False
265,0,rest,28.71635674037593,2,green,5.0,False,False
265,15,hmi_supervision,38.766356740375926,2,orange,2.0,False,False
265,30,material_delivery,52.71635674037593,3,red,0.1,True,False
265,45,packaging,68.76635674037593,4,red,0.1,True,False
266,0,rest,27.60230678622067,2,green,5.0,False,False
266,15,hmi_supervision,37.65230678622067,2,orange,2.0,False,False
266,30,material_delivery,51.60230678622067,3,red,0.1,True,False
266,45,packaging,67.65230678622068,4,red,0.1,True,False
267,0,rest,27.405345375803243,2,green,5.0,False,False
267,15,hmi_supervision,37.45534537580325,2,orange,2.0,False,False
267,30,material_delivery,51.40534537580325,3,red,0.1,True,False
267,45,packaging,67.45534537580325,4,red,0.1,True,False
268,0,rest,27.91972723003408,2,green,5.0,False,False
268,15,hmi_supervision,37.96972723003408,2,orange,2.0,False,False
268,30,material_delivery,51.919727230034084,3,red,0.1,True,False
268,45,packaging,67.96972723003408,4,red,0.1,True,False
269,0,rest,27.22356825818547,2,green,5.0,False,False
269,15,hmi_supervision,37.27356825818547,2,orange,2.0,False,False
269,30,material_delivery,51.22356825818547,3,red,0.1,True,False
269,45,packaging,67.27356825818548,4,red,0.1,True,False
270,0,rest,29.473543849687292,2,green,5.0,False,False
270,15,hmi_supervision,39.52354384968729,2,orange,2.0,False,False
270,30,material_delivery,53.473543849687296,3,red,0.1,True,False
270,45,packaging,69.5235438496873,4,red,0.1,True,False
271,0,rest,28.026447663978796,2,green,5.0,False,False
271,15,hmi_supervision,38.0764476639788,2,orange,2.0,False,False
271,30,material_delivery,52.0264476639788,3,red,0.1,True,False
271,45,packaging,68.0764476639788,4,red,0.1,True,False
272,0,rest,27.47520586900556,2,green,5.0,False,False
272,15,hmi_supervision,37.52520586900556,2,orange,2.0,False,False
272,30,material_delivery,51.47520586900556,3,red,0.1,True,False
272,45,packaging,67.52520586900556,4,red,0.1,True,False
273,0,rest,28.160484933050668,2,green,5.0,False,False
273,15,hmi_supervision,38.210484933050665,2,orange,2.0,False,False
273,30,material_delivery,52.16048493305067,3,red,0.1,True,False
273,45,packaging,68.21048493305067,4,red,0.1,True,False
274,0,rest,27.915753962731877,2,green,5.0,False,False
274,15,hmi_supervision,37.96575396273188,2,orange,2.0,False,False
274,30,material_delivery,51.915753962731884,3,red,0.1,True,False
274,45,packaging,67.96575396273188,4,red,0.1,True,False
275,0,rest,27.83427280035008,2,green,5.0,False,False
275,15,hmi_supervision,37.88427280035008,2,orange,2.0,False,False
275,30,material_delivery,51.834272800350085,3,red,0.1,True,False
275,45,packaging,67.88427280035009,4,red,0.1,True,False
276,0,rest,27.602124139292105,2,green,5.0,False,False
276,15,hmi_supervision,37.652124139292106,2,orange,2.0,False,False
276,30,material_delivery,51.60212413929211,3,red,0.1,True,False
276,45,packaging,67.65212413929211,4,red,0.1,True,False
277,0,rest,27.56813631951649,2,green,5.0,False,False
277,15,hmi_supervision,37.618136319516495,2,orange,2.0,False,False
277,30,material_delivery,51.5681363195165,3,red,0.1,True,False
277,45,packaging,67.6181363195165,4,red,0.1,True,False
278,0,rest,26.863606703351085,2,green,5.0,False,False
278,15,hmi_supervision,36.913606703351086,2,orange,2.0,False,False
278,30,material_delivery,50.86360670335109,3,red,0.1,True,False
278,45,packaging,66.91360670335109,4,red,0.1,True,False
279,0,rest,29.025155700583394,2,green,5.0,False,False
279,15,hmi_supervision,39.075155700583394,2,orange,2.0,False,False
279,30,material_delivery,53.0251557005834,3,red,0.1,True,False
279,45,packaging,69.0751557005834,4,red,0.1,True,False
280,0,rest,28.432417722291824,2,green,5.0,False,False
280,15,hmi_supervision,38.48241772229183,2,orange,2.0,False,False
280,30,material_delivery,52.43241772229183,3,red,0.1,True,False
280,45,packaging,68.48241772229183,4,red,0.1,True,False
281,0,rest,28.23343761590765,2,green,5.0,False,False
281,15,hmi_supervision,38.28343761590765,2,orange,2.0,False,False
281,30,material_delivery,52.233437615907654,3,red,0.1,True,False
281,45,packaging,68.28343761590766,4,red,0.1,True,False
282,0,rest,27.904061806389425,2,green,5.0,False,False
282,15,hmi_supervision,37.954061806389426,2,orange,2.0,False,False
282,30,material_delivery,51.90406180638943,3,red,0.1,True,False
282,45,packaging,67.95406180638943,4,red,0.1,True,False
283,0,rest,27.28334466954968,2,green,5.0,False,False
283,15,hmi_supervision,37.33334466954968,2,orange,2.0,False,False
283,30,material_delivery,51.283344669549685,3,red,0.1,True,False
283,45,packaging,67.33334466954969,4,red,0.1,True,False
284,0,rest,27.432736941036772,2,green,5.0,False,False
284,15,hmi_supervision,37.48273694103678,2,orange,2.0,False,False
284,30,material_delivery,51.43273694103678,3,red,0.1,True,False
284,45,packaging,67.48273694103678,4,red,0.1,True,False
285,0,rest,26.933309717801745,2,green,5.0,False,False
285,15,hmi_supervision,36.983309717801745,2,orange,2.0,False,False
285,30,material_delivery,50.93330971780175,3,red,0.1,True,False
285,45,packaging,66.98330971780175,4,red,0.1,True,False
286,0,rest,27.515070336818106,2,green,5.0,False,False
286,15,hmi_supervision,37.56507033681811,2,orange,2.0,False,False
286,30,material_delivery,51.51507033681811,3,red,0.1,True,False
286,45,packaging,67.56507033681811,4,red,0.1,True,False
287,0,rest,27.188838997289203,2,green,5.0,False,False
287,15,hmi_supervision,37.23883899728921,2,orange,2.0,False,False
287,30,material_delivery,51.18883899728921,3,red,0.1,True,False
287,45,packaging,67.2388389972892,4,red,0.1,True,False
288,0,rest,29.265356226304423,2,green,5.0,False,False
288,15,hmi_supervision,39.315356226304424,2,orange,2.0,False,False
288,30,material_delivery,53.26535622630443,3,red,0.1,True,False
288,45,packaging,69.31535622630443,4,red,0.1,True,False
289,0,rest,28.661229817712087,2,green,5.0,False,False
289,15,hmi_supervision,38.71122981771209,2,orange,2.0,False,False
289,30,material_delivery,52.66122981771209,3,red,0.1,True,False
289,45,packaging,68.7112298177121,4,red,0.1,True,False
290,0,rest,28.058026230735713,2,green,5.0,False,False
290,15,hmi_supervision,38.10802623073572,2,orange,2.0,False,False
290,30,material_delivery,52.05802623073572,3,red,0.1,True,False
290,45,packaging,68.10802623073572,4,red,0.1,True,False
291,0,rest,27.3540368490038,2,green,5.0,False,False
291,15,hmi_supervision,37.4040368490038,2,orange,2.0,False,False
291,30,material_delivery,51.354036849003805,3,red,0.1,True,False
291,45,packaging,67.4040368490038,4,red,0.1,True,False
292,0,rest,27.222065384255156,2,green,5.0,False,False
292,15,hmi_supervision,37.27206538425516,2,orange,2.0,False,False
292,30,material_delivery,51.22206538425516,3,red,0.1,True,False
292,45,packaging,67.27206538425516,4,red,0.1,True,False
293,0,rest,27.857245991437296,2,green,5.0,False,False
293,15,hmi_supervision,37.90724599143729,2,orange,2.0,False,False
293,30,material_delivery,51.857245991437296,3,red,0.1,True,False
293,45,packaging,67.90724599143729,4,red,0.1,True,False
294,0,rest,28.69463316064873,2,green,5.0,False,False
294,15,hmi_supervision,38.74463316064873,2,orange,2.0,False,False
294,30,material_delivery,52.694633160648735,3,red,0.1,True,False
294,45,packaging,68.74463316064873,4,red,0.1,True,False
295,0,rest,29.4320624803526,2,green,5.0,False,False
295,15,hmi_supervision,39.482062480352596,2,orange,2.0,False,False
295,30,material_delivery,53.4320624803526,3,red,0.1,True,False
295,45,packaging,69.4820624803526,4,red,0.1,True,False
296,0,rest,26.951074319635644,2,green,5.0,False,False
296,15,hmi_supervision,37.00107431963565,2,orange,2.0,False,False
296,30,material_delivery,50.95107431963565,3,red,0.1,True,False
296,45,packaging,67.00107431963565,4,red,0.1,True,False
297,0,rest,28.42222692751793,2,green,5.0,False,False
297,15,hmi_supervision,38.47222692751793,2,orange,2.0,False,False
297,30,material_delivery,52.42222692751793,3,red,0.1,True,False
297,45,packaging,68.47222692751794,4,red,0.1,True,False
298,0,rest,27.51201807315863,2,green,5.0,False,False
298,15,hmi_supervision,37.562018073158626,2,orange,2.0,False,False
298,30,material_delivery,51.51201807315863,3,red,0.1,True,False
298,45,packaging,67.56201807315863,4,red,0.1,True,False
299,0,rest,27.634655962176478,2,green,5.0,False,False
299,15,hmi_supervision,37.68465596217648,2,orange,2.0,False,False
299,30,material_delivery,51.63465596217648,3,red,0.1,True,False
299,45,packaging,67.68465596217648,4,red,0.1,True,False
300,0,rest,28.03639122095862,2,green,5.0,False,False
300,15,hmi_supervision,38.08639122095862,2,orange,2.0,False,False
300,30,material_delivery,52.03639122095862,3,red,0.1,True,False
300,45,packaging,68.08639122095862,4,red,0.1,True,False
301,0,rest,27.376787412691723,2,green,5.0,False,False
301,15,hmi_supervision,37.42678741269172,2,orange,2.0,False,False
301,30,material_delivery,51.376787412691726,3,red,0.1,True,False
301,45,packaging,67.42678741269172,4,red,0.1,True,False
302,0,rest,27.82078896485019,2,green,5.0,False,False
302,15,hmi_supervision,37.87078896485019,2,orange,2.0,False,False
302,30,material_delivery,51.820788964850195,3,red,0.1,True,False
302,45,packaging,67.87078896485019,4,red,0.1,True,False
303,0,rest,27.319327253468803,2,green,5.0,False,False
303,15,hmi_supervision,37.3693272534688,2,orange,2.0,False,False
303,30,material_delivery,51.319327253468806,3,red,0.1,True,False
303,45,packaging,67.36932725346881,4,red,0.1,True,False
304,0,rest,27.56742150207375,2,green,5.0,False,False
304,15,hmi_supervision,37.61742150207375,2,orange,2.0,False,False
304,30,material_delivery,51.567421502073756,3,red,0.1,True,False
304,45,packaging,67.61742150207375,4,red,0.1,True,False
305,0,rest,28.566543419369317,2,green,5.0,False,False
305,15,hmi_supervision,38.61654341936932,2,orange,2.0,False,False
305,30,material_delivery,52.566543419369324,3,red,0.1,True,False
305,45,packaging,68.61654341936932,4,red,0.1,True,False
306,0,rest,28.074499229071918,2,green,5.0,False,False
306,15,hmi_supervision,38.124499229071915,2,orange,2.0,False,False
306,30,material_delivery,52.07449922907192,3,red,0.1,True,False
306,45,packaging,68.12449922907192,4,red,0.1,True,False
307,0,rest,28.563540342528842,2,green,5.0,False,False
307,15,hmi_supervision,38.61354034252884,2,orange,2.0,False,False
307,30,material_delivery,52.563540342528846,3,red,0.1,True,False
307,45,packaging,68.61354034252885,4,red,0.1,True,False
308,0,rest,27.503032180790616,2,green,5.0,False,False
308,15,hmi_supervision,37.553032180790616,2,orange,2.0,False,False
308,30,material_delivery,51.50303218079062,3,red,0.1,True,False
308,45,packaging,67.55303218079062,4,red,0.1,True,False
309,0,rest,28.42794900144487,2,green,5.0,False,False
309,15,hmi_supervision,38.47794900144487,2,orange,2.0,False,False
309,30,material_delivery,52.42794900144487,3,red,0.1,True,False
309,45,packaging,68.47794900144487,4,red,0.1,True,False
310,0,rest,26.779343171587627,2,green,5.0,False,False
310,15,hmi_supervision,36.829343171587624,2,orange,2.0,False,False
310,30,material_delivery,50.77934317158763,3,red,0.1,True,False
310,45,packaging,66.82934317158762,4,red,0.1,True,False
311,0,rest,28.036063709996036,2,green,5.0,False,False
311,15,hmi_supervision,38.08606370999604,2,orange,2.0,False,False
311,30,material_delivery,52.03606370999604,3,red,0.1,True,False
311,45,packaging,68.08606370999604,4,red,0.1,True,False
312,0,rest,28.47894434408303,2,green,5.0,False,False
312,15,hmi_supervision,38.52894434408303,2,orange,2.0,False,False
312,30,material_delivery,52.47894434408303,3,red,0.1,True,False
312,45,packaging,68.52894434408303,4,red,0.1,True,False
313,0,rest,26.75385995329828,2,green,5.0,False,False
313,15,hmi_supervision,36.803859953298286,2,orange,2.0,False,False
313,30,material_delivery,50.75385995329829,3,red,0.1,True,False
313,45,packaging,66.80385995329829,4,red,0.1,True,False
314,0,rest,27.51112291914838,2,green,5.0,False,False
314,15,hmi_supervision,37.56112291914838,2,orange,2.0,False,False
314,30,material_delivery,51.511122919148384,3,red,0.1,True,False
